DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
fueldb,FuelDB,https://dbdb.io/db/fueldb,https://dbdb.io/media/logos/fueldb.svg,,FuelDB is a real-time document-oriented database management system designed to run Node.js.,Document / XML,,,https://wonderfuel.io/fueldb,https://wonderfuel.io/fueldb,https://github.com/jbasiglio/fueldb,http://wonderfuel.io/fueldb/reference.php,http://wonderfuel.io/fueldb/reference.php,Joris Basiglio,FR,2014,2015,Open Source,Java,Java,JavaScript,JavaScript,,MIT License,Linux,,,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Document,Y,jbasiglio/fueldb,jbasiglio,fueldb,Y
gadfly,Gadfly,https://dbdb.io/db/gadfly,,,"Gadfly is a relational database management system written using Python modules and optional Python/C extension modules as its underlying engine. Gadfly stores the active database in memory, with recovery logging to a file system.",Relational,,,https://gadfly.sourceforge.net/,https://gadfly.sourceforge.net/,https://sourceforge.net/projects/gadfly/,https://gadfly.sourceforge.net/faq.html,https://gadfly.sourceforge.net/faq.html,Aaron Watters,US,1994,2013,Open Source,Python,Python,,,,Python License,,,,https://en.wikipedia.org/wiki/Gadfly_(database),https://en.wikipedia.org/wiki/Gadfly_(database),,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,,,,Relational,,,,,Y
gaffer,Gaffer,https://dbdb.io/db/gaffer,https://dbdb.io/media/logos/gaffer.png.40x40_q85.png,,Gaffer is a ER database written in Java.,Entity-Relationship,HTTP / REST,,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,https://github.com/gchq/Gaffer,,,Government Communications Headquarters,GB,2016,2025,Open Source,Java,Java,,,,Apache v2,All OS with Java VM,,,,,,,,,,,,,,,,,,,,,,,,,,,Parquet,,,,,,Graph,Y,gchq/Gaffer,gchq,Gaffer,Y
gaia,Gaia,https://dbdb.io/db/gaia,https://dbdb.io/media/logos/gaia.png.40x40_q85.png,,Gaia is an in-memory DBMS designed for embedded devices.,Object-Oriented,Custom API,Embedded,https://www.gaiaplatform.io,https://www.gaiaplatform.io,https://github.com/gaia-platform/GaiaPlatform,https://gaia-platform.github.io/gaia-platform-docs.io/,https://gaia-platform.github.io/gaia-platform-docs.io/,GAIA,US,2020,2022,"Commercial,Open Source",C++,C++,"C,C++","C,C++",RocksDB,MIT License,,,@codeattheedge,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Object oriented,Y,gaia-platform/GaiaPlatform,gaia-platform,GaiaPlatform,Y
garnet,Garnet,https://dbdb.io/db/garnet,https://dbdb.io/media/logos/garnet.png.40x40_q85.png,,Garnet is a Redis-compatible key-value store cache developed by Microsoft Research.,Key-Value,Custom API,Shared-Everything,https://microsoft.github.io/garnet/,https://microsoft.github.io/garnet/,https://github.com/microsoft/garnet,https://microsoft.github.io/garnet/docs,https://microsoft.github.io/garnet/docs,Microsoft Corporation,US,2021,,"Industrial Research,Open Source",C#,C#,C#,C#,,MIT License,"Linux,Windows",https://microsoft.github.io/garnet/blog,,,,Copilot,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,FASTER,,,,,,,Redis,,,,Key-value,Y,microsoft/garnet,microsoft,garnet,Y
gdbm,GDBM,https://dbdb.io/db/gdbm,https://dbdb.io/media/logos/gdbm.svg,,GDBM (GNU dbm) is an embedded DBMS library that provides a key/value storage manager using extensible hashing.,Key-Value,Custom API,Embedded,https://www.gnu.org.ua/software/gdbm/gdbm.html,https://www.gnu.org.ua/software/gdbm/gdbm.html,https://cgit.git.savannah.gnu.org/cgit/gdbm.git,https://www.gnu.org.ua/software/gdbm/manual/index.html,https://www.gnu.org.ua/software/gdbm/manual/index.html,,US,1990,,Open Source,C,C,C,C,,GPL v2,Linux,,,https://en.wikipedia.org/wiki/Gdbm,https://en.wikipedia.org/wiki/Gdbm,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,Hash Table,,,,,,,,,,,,,Custom,,,,,,Key-value,,,,,Y
gel,Gel,https://dbdb.io/db/gel,https://dbdb.io/media/logos/gel.svg,,"Gel is a ""graph-relational"" database that aims to solve design problems posed by relational models such as object–relational impedance. Tables are defined as object types with links representing dependencies between tables. It is paired with its own query language EdgeQL, that generates composable queries (which are compiled into SQL) and a simplified interface for database development. EdgeDB is powered by PostgreSQL in the backend and uses it for its query engine and storage.",Relational,"Custom API,SQL,GraphQL,HTTP / REST,Command-line / Shell",Shared-Everything,https://www.geldata.com,https://www.geldata.com,https://github.com/geldata/gel,https://docs.geldata.com,https://docs.geldata.com,Gel Data,CA,2018,,"Commercial,Open Source","C,Python,Rust","C,Python,Rust","Dart,Go,JavaScript,Python,Rust,TypeScript","Dart,Go,JavaScript,Python,Rust,TypeScript",PostgreSQL,Apache v2,,,@geldata,,,Copilot,,,,Disk-oriented,N-ary Storage Model (Row/Record),Not Supported,Multi-version Concurrency Control (MVCC),Not Supported,"B+Tree,Hash Table,Inverted Index (Full Text),Block Range Index (BRIN)",Serializable,"Nested Loop Join,Hash Join,Sort-Merge Join",Not Supported,Not Supported,Tuple-at-a-Time Model,Supported,Virtual Views,,,Heaps,,Intra-Operator (Horizontal),,,PostgreSQL,EdgeDB,,,Relational,Y,geldata/gel,geldata,gel,Y
genosdb,GenosDB,https://dbdb.io/db/genosdb,https://dbdb.io/media/logos/genosdb.svg,,"A lightweight, decentralized graph database designed for modern web applications that runs entirely in the browser. It utilizes OPFS for local storage and replicates data peer-to-peer over WebRTC without requiring a central server.",Graph,Custom API,,https://estebanrfp.github.io/gdb/,https://estebanrfp.github.io/gdb/,https://github.com/estebanrfp/gdb,https://estebanrfp-gdb.mintlify.app/introduction,https://estebanrfp-gdb.mintlify.app/introduction,Esteban Fuster Pozzi,ES,2025,,"Hobby,Open Source",JavaScript,JavaScript,,,,Proprietary,"Linux,macOS,Windows",https://medium.com/genosdb,,,,Claude,,,,,,,,,,,,,,,,,,,,GUN,,,,,GraphDB,,,Graph,Y,estebanrfp/gdb,estebanrfp,gdb,Y
geode,Geode,https://dbdb.io/db/geode,https://dbdb.io/media/logos/apache-geode.svg,,"Apache Geode is an open-source, in-memory distributed database designed to support transactional applications with the demand for low latency and high concurrency.",Key-Value,Custom API,Shared-Nothing,http://geode.apache.org,http://geode.apache.org,https://github.com/apache/geode,https://geode.apache.org/releases/latest/javadoc/index.html,https://geode.apache.org/releases/latest/javadoc/index.html,"Pivotal Software, Inc.",US,2015,,Open Source,Java,Java,"C#,C++,Groovy,Java,Python,Scala","C#,C++,Groovy,Java,Python,Scala",,Apache v2,All OS with Java VM,,@ApacheGeode,,,,,,Bit Packing / Mostly Encoding,In-Memory,,,Timestamp Ordering,Not Supported,Hash Table,"Read Uncommitted,Repeatable Read",,Geode uses write-ahead-logging.,,,,Materialized Views,Tanzu GemFire,,,,,,,"Memcached,Redis",,Apache Software Foundation,,Key-value,Y,apache/geode,apache,geode,Y
ghostdb,GhostDB,https://dbdb.io/db/ghostdb,https://dbdb.io/media/logos/ghostdb.png.40x40_q85.png,,GhostDB is a distributed in-memory key-value DBMS designed for caching.,Key-Value,,Shared-Nothing,https://ghostdbcache.com,https://ghostdbcache.com,https://github.com/jakekgrog/GhostDB,https://ghostdbcache.com/docs,https://ghostdbcache.com/docs,Jake Grogan,IE,2020,2021,Open Source,Go,Go,,,,BSD License,Linux,,,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,,,,Key-value,Y,jakekgrog/GhostDB,jakekgrog,GhostDB,Y
gigabase,GigaBASE,https://dbdb.io/db/gigabase,https://dbdb.io/media/logos/gigabase.svg,,"GigaBASE is object-relational embedded database engine for C++ applications. It provides SQL-like query language, smart C++ interface, and transactions based on shadow paging.",Relational,,,http://www.garret.ru/gigabase.html,http://www.garret.ru/gigabase.html,https://sourceforge.net/projects/gigabase/,http://www.garret.ru/gigabase/GigaBASE.htm,http://www.garret.ru/gigabase/GigaBASE.htm,Konstantin Knizhnik,RU,,,"Hobby,Open Source",C++,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,FastDB,,,,,,,,,,,Relational,,,,,Y
gitdb,GitDB,https://dbdb.io/db/gitdb,,,"GitDB is a GPU-accelerated, version-controlled database system designed for vectors, documents, and tables. It implements a zero-knowledge architecture where data remains encrypted throughout storage, query execution, and computation using fully homomorphic encryption (FHE), ensuring plaintext never resides in server memory. The system provides REST API and gRPC interfaces and is distributed as a Python package.","Document / XML,Vector","HTTP / REST,RPC",,https://github.com/VincentKaufmann/GitDB,https://github.com/VincentKaufmann/GitDB,https://github.com/VincentKaufmann/GitDB,,,Vincent Kaufmann,,2026,,"Hobby,Open Source",Python,Python,,,,MIT License,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Document,Vector",Y,VincentKaufmann/GitDB,VincentKaufmann,GitDB,Y
glaredb,GlareDB,https://dbdb.io/db/glaredb,https://dbdb.io/media/logos/glaredb.svg,,GlareDB is a federated database middleware that supports query execution across multiple DBMS and object-stores.,Relational,SQL,Shared-Nothing,https://glaredb.com,https://glaredb.com,https://github.com/GlareDB/glaredb,https://glaredb.com,https://glaredb.com,"GlareDB, Inc.",US,2022,2025,"Commercial,Open Source",Rust,Rust,,,DataFusion,AGPL v3,Linux,https://glaredb.com/blog,@GlareDB,,,Copilot,,,,,,,,,,,,,,,,,,,,,,Parquet,,,,,,Relational,Y,GlareDB/glaredb,GlareDB,glaredb,Y
glowdust,Glowdust,https://dbdb.io/db/glowdust,https://dbdb.io/media/logos/glowdust.png.40x40_q85.png,,Glowdust is a database management system based on functions.,Relational,Custom API,Shared-Everything,https://codeberg.org/glowdust/glowdust,https://codeberg.org/glowdust/glowdust,https://codeberg.org/glowdust/glowdust,https://codeberg.org/glowdust/glowdust/src/branch/master/book/src/SUMMARY.md,https://codeberg.org/glowdust/glowdust/src/branch/master/book/src/SUMMARY.md,Chris Gioran,SE,2023,2025,"Hobby,Open Source",Rust,Rust,Rust,Rust,,GPL v3,Linux,,,,,,,,,In-Memory,,,,,,,,,,,,,,,Heaps,,,,,,,,,Relational,,,,,Y
gnocchi,Gnocchi,https://dbdb.io/db/gnocchi,https://dbdb.io/media/logos/gnocchi.svg,,"Gnocchi is an open-source time series database service for the OpenStack platform. It supports storing data in Redis, Amazon S3, and Ceph. Rather than storing raw data points, Gnocchi aggregates metrics before storing them.",Relational,HTTP / REST,,https://gnocchi.osci.io,https://gnocchi.osci.io,https://github.com/gnocchixyz/gnocchi,https://gnocchi.osci.io,https://gnocchi.osci.io,Open Infrastructure Foundation,FR,2014,,Open Source,Python,Python,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InfluxDB,Prometheus",,,,Relational,Y,gnocchixyz/gnocchi,gnocchixyz,gnocchi,Y
gnu-sql-server,GNU SQL Server,https://dbdb.io/db/gnu-sql-server,,,Portable multiuser relational database management system. It supports the full SQL89 dialect and has some extensions from SQL92. It provides multiuser access and transaction isolation based on predicative locks.,Relational,,,http://panda.ispras.ru/~gsql,http://panda.ispras.ru/~gsql,,,,,RU,1997,1998,Open Source,C,C,,,,GPL v2,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gss, gnusql",,,Relational,,,,,Y
goatdb,GoatDB,https://dbdb.io/db/goatdb,https://dbdb.io/media/logos/goatdb.png.40x40_q85.png,,GoatDB is an embedded document-oriented DBMS designed for JavaScript environments.,Document / XML,Custom API,Embedded,https://goatdb.dev,https://goatdb.dev,https://github.com/goatplatform/goatdb,,,Ofri Wolfus,IL,2024,,Open Source,TypeScript,TypeScript,JavaScript,JavaScript,,Apache v2,,,@bendanbi,,,Claude,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,goatplatform/goatdb,goatplatform,goatdb,Y
goods,GOODS,https://dbdb.io/db/goods,https://dbdb.io/media/logos/goods.png.40x40_q85.png,,"GOODS (""Generic Object Oriented Database System"") is an object-oriented distributed DBMS using an active client model.",Object-Oriented,,,http://www.garret.ru/goods.html,http://www.garret.ru/goods.html,https://sourceforge.net/projects/goods-oodbms/,http://www.garret.ru/goods/readme.htm,http://www.garret.ru/goods/readme.htm,Konstantin Knizhnik,RU,,,Open Source,,,C++,C++,,MIT License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object oriented,,,,,Y
goshawkdb,GoshawkDB,https://dbdb.io/db/goshawkdb,https://dbdb.io/media/logos/goshawkdb.png.40x40_q85.png,,GoshawkDB is an object-oriented database management system.,Object-Oriented,Custom API,,https://goshawkdb.io,https://goshawkdb.io,https://github.com/goshawkdb/server,https://goshawkdb.io/documentation.html,https://goshawkdb.io/documentation.html,Matthew Sackman,GB,2015,2016,"Commercial,Open Source",Go,Go,"Go,Java","Go,Java",LMDB,AGPL v3,,https://goshawkdb.io/blog.html,@goshawkdb,,,,,,,,,,,,,Serializable,,,,,,,,,,,,,,,,,,Object oriented,Y,goshawkdb/server,goshawkdb,server,Y
grapheekdb,GrapheekDB,https://dbdb.io/db/grapheekdb,https://dbdb.io/media/logos/grapheekdb.png.40x40_q85.png,,GrapheekDB is a lightweight graph database with support for multiple back-end storage managers. It only represents directed graphs and is persistent if the chosen data model is a Key/Value store.,"Key-Value,Graph","Custom API,Gremlin",Embedded,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb/src/default/docs/index.rst,https://bitbucket.org/nidusfr/grapheekdb/src/default/docs/index.rst,Raphaël Braud,FR,2014,2015,Open Source,Python,Python,Python,Python,"Kyoto Cabinet,LMDB",GPL v3,,,,,,,,,Naïve (Page-Level),In-Memory,Custom,Not Supported,Two-Phase Locking (Deadlock Prevention),Not Supported,Hash Table,Serializable,Not Supported,Not Supported,,Tuple-at-a-Time Model,,,,,,"ArangoDB,OrientDB,Titan",,,,,,,,"Key-value,Graph",,,,,Y
graphik,Graphik,https://dbdb.io/db/graphik,https://dbdb.io/media/logos/graphik.png.40x40_q85.png,,Graphik is a document DBMS written in Go.,Document / XML,GraphQL,,https://graphikdb.github.io/graphik/,https://graphikdb.github.io/graphik/,https://github.com/graphikDB/graphik,,,Coleman Word,US,2020,2022,"Hobby,Open Source",Go,Go,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,graphikDB/graphik,graphikDB,graphik,Y
graphlite,GraphLite,https://dbdb.io/db/graphlite,,,"GraphLite is an embedded graph database written in Rust that implements the ISO GQL standard. It utilizes a Sled-based storage engine and operates without a client-server architecture, targeting applications requiring lightweight and portable graph data management.",Graph,GQL,Embedded,https://github.com/GraphLite-AI/GraphLite,https://github.com/GraphLite-AI/GraphLite,https://github.com/GraphLite-AI/GraphLite,,,DeepGraph AI,US,2025,,"Commercial,Open Source",Rust,Rust,,,Sled,Apache v2,"Linux,macOS",,,,,,,,,,,,,,,,,,,,,,,,,SQLite,,,,,,,,Graph,Y,GraphLite-AI/GraphLite,GraphLite-AI,GraphLite,Y
graviton,Graviton,https://dbdb.io/db/graviton,https://dbdb.io/media/logos/graviton.png.40x40_q85.png,,Graviton Database is an embedded key-value DBMS that supports snapshot versioning.,Key-Value,Custom API,Embedded,https://github.com/deroproject/graviton,https://github.com/deroproject/graviton,https://github.com/deroproject/graviton,,,DERO Foundation,FR,2020,2022,Open Source,Go,Go,Go,Go,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Key-value,Y,deroproject/graviton,deroproject,graviton,Y
greatsql,GreatSQL,https://dbdb.io/db/greatsql,https://dbdb.io/media/logos/greatsql.png.40x40_q85.png,,GreatSQL (GreatDB) is a fork of Percona's MySQL Server.,Relational,SQL,Shared-Everything,https://greatsql.cn,https://greatsql.cn,https://github.com/GreatSQL/GreatSQL,https://greatsql.cn/docs/,https://greatsql.cn/docs/,Beijing Wanli Open Source Software Co.,CN,2020,,"Commercial,Open Source",C++,C++,,,,GPL v2,"Hosted,Linux",,,,,,,,,,,,,,B+Tree,,,,,,,,Percona Server,,,,,,,MySQL,,,,Relational,Y,GreatSQL/GreatSQL,GreatSQL,GreatSQL,Y
greptimedb,GreptimeDB,https://dbdb.io/db/greptimedb,https://dbdb.io/media/logos/greptimedb.svg,,GreptimeDB is a distributed time-series DBMS written in Rust.,Relational,"SQL,HTTP / REST,PromQL",Shared-Disk,https://greptime.com,https://greptime.com,https://github.com/GreptimeTeam/greptimedb,https://docs.greptime.com,https://docs.greptime.com,Greptime,CN,2022,,"Commercial,Open Source",Rust,Rust,,,,Apache v2,Linux,https://www.greptime.com/blogs/,@Greptime,,,"Claude,Copilot,Gemini",,,,Disk-oriented,,,,,,,,Physiological Logging,,,,,,,Log-structured,,,"Parquet,Arrow",,"InfluxDB,MySQL,PostgreSQL,Prometheus",,,,Relational,Y,GreptimeTeam/greptimedb,GreptimeTeam,greptimedb,Y
griddb,GridDB,https://dbdb.io/db/griddb,https://dbdb.io/media/logos/griddb.png.40x40_q85.png,,"GridDB is a distributed key-value DBMS built by Toshiba. It has Key-Container data model and time-series functions which are designed specifically to target large data generated by IoT devices. It can be accessed by C and Java APIs, or TQL, a custom SQL-like query language.",Key-Value,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://www.griddb.net/en/,https://www.griddb.net/en/,https://github.com/griddb/griddb,https://www.griddb.net/en/docs/documents/1-1_what-is-griddb.php,https://www.griddb.net/en/docs/documents/1-1_what-is-griddb.php,Toshiba,JP,2011,,"Commercial,Open Source",C++,C++,"C,C++,Go,Java,Perl,PHP,Python,Ruby","C,C++,Go,Java,Perl,PHP,Python,Ruby",,"AGPL v3,Apache v2",Linux,https://www.griddb.net/en/blogs,@griddb_jp,,,,,,,Hybrid,,,Multi-version Concurrency Control (MVCC),,"B+Tree,Hash Table",Read Committed,Not Supported,,,,Not Supported,Not Supported,,,,,,,,,,,,Key-value,Y,griddb/griddb,griddb,griddb,Y
