Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
rqlite,rqlite,"rqlite is a lightweight, distributed DBMS which uses,SQLite,as its storage engine. rqlite uses the,Raft protocol,to achieve consensus across multiple instances of the SQLite database, ensuring that every change made to the system is made to a quorum of SQLite databases, or none at all.",Relational,"SQL,HTTP / REST",Embedded,https://rqlite.io,https://github.com/rqlite/rqlite,https://rqlite.io/docs/,Philip O'Toole,US,2014,,Open Source,Go,,SQLite,MIT,"Linux,OS X,Windows",Relational,Y,rqlite/rqlite,rqlite,rqlite,Y
rxdb,RxDB,RxDB is an offline-first database for storing JSON documents. It uses PouchDB or LokiJS as its backing storage manager.,Document / XML,"Custom API,GraphQL",,https://rxdb.info/,https://github.com/pubkey/rxdb,,Daniel Van Meyer,DE,2016,,Open Source,JavaScript,,"LokiJS,PouchDB",Apache v2,,Document,Y,pubkey/rxdb,pubkey,rxdb,Y
sabledb,SableDb,SableDb is a NoSQL key-value store DBMS that supports the Redis wire protocol.,Key/Value,Custom API,Shared-Everything,https://github.com/sabledb-io/sabledb,https://github.com/sabledb-io/sabledb,,Eran Ifrah,IL,2024,,"Hobby,Open Source",Rust,,RocksDB,BSD,Linux,Key-value,Y,sabledb-io/sabledb,sabledb-io,sabledb,Y
sapphiredb,SapphireDb,SapphireDb is a object-oriented DBMS designed for ASP.net and JavaScript applications.,Object-Oriented,"Custom API,HTTP / REST",,https://sapphire-db.com,https://github.com/SapphireDb/SapphireDb,https://sapphire-db.com/start/net-core,Morris Janatzek,DE,2018,2021,"Hobby,Open Source",C#,"C#,JavaScript",,MIT,Windows,Object oriented,Y,SapphireDb/SapphireDb,SapphireDb,SapphireDb,Y
scalaris,Scalaris,,Key/Value,,,http://scalaris.zib.de/,https://github.com/scalaris-team/scalaris,,Zuse Institute Berlin,DE,,,"Academic,Open Source",Erlang,,,Apache v2,,Key-value,Y,scalaris-team/scalaris,scalaris-team,scalaris,Y
scaliendb,ScalienDB,ScalienDB was a distributed key/value store DBMS that supported transactions developed in the early 2010s.,Key/Value,HTTP / REST,Shared-Nothing,http://scalien.com,https://github.com/scalien/scaliendb,http://scalien.com/documentation/scaliendb,Scalien,HU,2010,2013,"Commercial,Open Source",C++,Python,,AGPL v3,"Linux,Windows",Key-value,Y,scalien/scaliendb,scalien,scaliendb,Y
scidb,SciDB,SciDB is a multi-dimensional array DBMS designed for scientific workloads and data sets.,Array / Matrix,Command-line / Shell,Shared-Nothing,https://scidb.org/,,https://paradigm4.atlassian.net/wiki/spaces/scidb/overview,Paradigm4,US,2008,,"Academic,Commercial,Open Source",C++,"C++,Python,R","PostgreSQL,RocksDB","AGPL v3,Proprietary",Linux,Array,,,,,Y
scratchdb,ScratchDB,ScratchDB is a middleware that provides a hosted ClickHouse service.,Document / XML,"SQL,HTTP / REST",,https://www.scratchdb.com/,https://github.com/scratchdata/ScratchDB,https://www.scratchdb.com/docs,ScratchDB,US,2023,,"Commercial,Open Source",Go,,ClickHouse,AGPL v3,,Document,Y,scratchdata/ScratchDB,scratchdata,ScratchDB,Y
scylla,Scylla,"ScyllaDB is an open-source distributed wide-column NoSQL database offering high availability, scalability and fault-tolerance, all while maintaining predictable low latencies and high throughput. ScyllaDB is compatible with both Apache Cassandra (CQL, SSTables) and Amazon DynamoDB interfaces. Written in C++, ScyllaDB uses the highly asynchronous shard-per-core, shared-nothing Seastar framework (http://seastar.io/), where each thread executes on its own CPU core, memory, and multi-queue network interface controller. Cross-core communication is carried out by explicit asynchronous, message passing.","Column Family / Wide-Column,Key/Value",Custom API,Shared-Nothing,http://www.scylladb.com/,https://github.com/scylladb/scylla,https://docs.scylladb.com/,ScyllaDB Inc.,IL,2014,,"Commercial,Open Source",C++,"C#,C++,Go,Java,JavaScript,PHP,Python,Ruby,Rust",,AGPL v3,Linux,"Wide column,Key-value",Y,scylladb/scylla,scylladb,scylla,Y
sdb,SDB,"SDB (""string database"") is a key/value, embedded database engine based on the,cdb,disk storage format. It supports JSON and arrays data types.","Relational,Document / XML",Custom API,Embedded,https://github.com/radare/sdb,https://github.com/radare/sdb,,,ES,,,Open Source,C,,,MIT,,"Relational,Document",Y,radare/sdb,radare,sdb,Y
seafowl,Seafowl,Seafowl is an analytical database.,Relational,SQL,Shared-Everything,https://seafowl.io/,https://github.com/splitgraph/seafowl,https://seafowl.io/docs/getting-started/introduction,"Splitgraph, Inc.",GB,2022,,"Commercial,Open Source",Rust,,DataFusion,Apache v2,,Relational,Y,splitgraph/seafowl,splitgraph,seafowl,Y
sedna,Sedna,Sedna is an XML database management system that supports XQuery.,Document / XML,XQuery,,http://www.sedna.org/,https://sourceforge.net/projects/sedna/,https://www.sedna.org/documentation.html,Institute for System Programming RAS,RU,2003,2015,"Academic,Open Source",C++,,,Apache v2,"BSD,Linux,OS X,Windows",Document,,,,,Y
senseidb,SenseiDB,SenseiDB is a distributed database that supports the backend of LinkedIn homepage and LinkedIn Signal. The data is protected by replication and eventual consistency is guaranteed. SenseiDB is also a search engine for look-ups on structured metadata and unstructured contents.,Relational,Custom API,Shared-Nothing,http://senseidb.github.io/sensei/,https://github.com/linkedin/sensei,http://senseidb.github.io/sensei/overview.html,"LinkedIn, Xiaomi",US,2012,2013,Open Source,Java,"Java,Python",,Apache v2,All OS with Java VM,Relational,Y,linkedin/sensei,linkedin,sensei,Y
sequins,Sequins,,Key/Value,,,https://github.com/stripe/sequins,https://github.com/stripe/sequins,,Stripe,US,2014,,Open Source,Go,,,MIT,,Key-value,Y,stripe/sequins,stripe,sequins,Y
sequoiadb,SequoiaDB,"SequoiaDB is a distributed relational database with a storage layer and a computing layer. The storage layer is a database storage engine that uses the,Raft,algorithm to achieve data consistency across distributed nodes. The computing layer consists of relational database instances, which can be a MySQL instance, a semi-structured data access interface via, for example, JSON APIs, or an unstructured data storage interface with, for example, AWS S3. Key features of SequoiaDB include distributed OLTP with availability and consistency guarantees, petabyte-level horizontal scalability, Hybrid Transactional / Analytical Processing (HTAP), and 2-region 3-data-center recovery mechanisms.",Document / XML,"SQL,HTTP / REST,Command-line / Shell",Shared-Disk,http://www.sequoiadb.com,https://github.com/SequoiaDB/SequoiaDB,http://doc.sequoiadb.com/cn/sequoiadb,SequoiaDB Corporation,CN,2011,,"Commercial,Open Source",C++,"C,C#,C++,Java,PHP,Python",,AGPL v3,Linux,Document,Y,SequoiaDB/SequoiaDB,SequoiaDB,SequoiaDB,Y
serenity,Serenity,"Serenity implements basic Redis commands and extends them with support of Consistent Cursors, ACID transactions, and stored procedures. It is is build on top of append-only MVCC storage engine Sophia.",,,,http://serenitydb.org,https://github.com/pmwkaa/serenity,,,RU,2015,2016,"Hobby,Open Source",C,,Sophia,,,,Y,pmwkaa/serenity,pmwkaa,serenity,Y
sesame,Sesame,,Triplestore / RDF,SPARQL,,http://www.openrdf.org/,https://sourceforge.net/projects/sesame/,,Aduna,NL,1997,2016,Open Source,Java,,,BSD,,RDF,,,,,Y
shardingsphere,ShardingSphere,"Apache ShardingSphere is positioned as a Database Plus, and aims at building a new criterion and ecosystem above multi-model databases. It focuses on how to reuse existing databases and their respective upper layer, rather than creating a new database. The concepts at the core of the project are Connect, Enhance and Pluggable: Connect: flexible adaptation of database protocol, SQL dialect and database storage. It can quickly connect applications and multi-mode heterogeneous databases. Enhance: capture database access entry to provide additional features transparently, such as: redirect (sharding, readwrite-splitting and shadow), transform (data encrypt and mask), authentication (security, audit and authority), governance (circuit breaker and access limitation and analyze, QoS and observability). Pluggable: Leveraging the micro kernel and 3 layers pluggable mode, features and database ecosystem can be embedded flexibily. Developers can customize their ShardingSphere just like building with LEGO blocks. ShardingSphere became an Apache Top-Level Project on April 16, 2020.",Relational,SQL,Shared-Nothing,https://shardingsphere.apache.org/,https://github.com/apache/shardingsphere,https://shardingsphere.apache.org/document/current/,Apache,CN,2016,,Open Source,Java,Java,"MySQL,PostgreSQL",Apache v2,All OS with Java VM,Relational,Y,apache/shardingsphere,apache,shardingsphere,Y
shore,Shore,,,,,http://research.cs.wisc.edu/shore/,,,University of Wisconsin,US,,,"Academic,Open Source",,,,,,,,,,,
shore-mt,Shore-MT,"Shore-MT is a multi-threaded version of the,Shore,storage manager developed at Carnegie Mellon University and EPFL.",,,,https://research.cs.wisc.edu/shore-mt/,https://bitbucket.org/shoremt/,,"Carnegie Mellon University, EPFL",US,2007,2014,"Commercial,Open Source",C,,,,,,,,,,Y
shsql,shsql,shsql is a command-line SQL DBMS that stores data in flat files.,Relational,"SQL,Command-line / Shell",,http://quisp.sourceforge.net/shsqlhome.html,https://sourceforge.net/projects/shsql/,,Steve Alt,,2002,2013,Open Source,Bash,,,GPL v2,Linux,Relational,,,,,Y
signaldb,SignalDB,SignalDB is an embedded JavaScript DBMS inspired by MongoDB.,Document / XML,Custom API,Embedded,https://signaldb.js.org/,https://github.com/maxnowack/signaldb,https://signaldb.js.org/getting-started/,Max Nowack,DE,2023,,"Hobby,Open Source",TypeScript,"JavaScript,TypeScript",,MIT,Linux,Document,Y,maxnowack/signaldb,maxnowack,signaldb,Y
silo,Silo,Silo is an in-memory database system. Silo tries to avoid all kinds of contention points by using an epoch-based commit protocol with optimistic concurrency control. This commit protocol makes it possible for Silo to support serializability while avoiding all writes on shared memory for read transactions. Silo can achieve high performance on multi-core machines because of this commit protocol.,Relational,Custom API,Shared-Everything,http://dl.acm.org/citation.cfm?id=2522713,https://github.com/stephentu/silo,,"Stephen Tu, Eddie Kohler",US,2013,,"Academic,Open Source","C++,Python",,,MIT,,Relational,Y,stephentu/silo,stephentu,silo,Y
sirdb,Sir.DB,Sir.DB is a document-oriented DBMS that organizes JSON documents on the local filesystem.,Document / XML,Custom API,,https://github.com/c9fe/sirdb,https://github.com/c9fe/sirdb,,Cris Stringfellow,HK,2020,,"Hobby,Open Source",JavaScript,JavaScript,,MIT,,Document,Y,c9fe/sirdb,c9fe,sirdb,Y
siridb,SiriDB,SiriDB is a time-series DBMS.,,Custom API,,http://siridb.net/,https://github.com/SiriDB/siridb-server,https://docs.siridb.net/,Cesbit,NL,2016,,"Commercial,Open Source",C,,,MIT,,,Y,SiriDB/siridb-server,SiriDB,siridb-server,Y
sirixdb,SirixDB,Sirix is a log-structured XML database system with copy-on-write semantics.,Document / XML,"XQuery,HTTP / REST",,http://sirix.io/,https://github.com/sirixdb/sirix,https://github.com/sirixdb/sirix/wiki,University of Konstanz,DE,2012,,"Academic,Open Source","Java,Kotlin",,,BSD,,Document,Y,sirixdb/sirix,sirixdb,sirix,Y
skeletondb,SkeletonDB,"SkeletonDB is a lock-less, thread-safe in memory MVCC database storage engine written in Go.",,,,https://github.com/d4l3k/skeletondb,https://github.com/d4l3k/skeletondb,,Tristan Rice,CA,2016,2016,Open Source,Go,,,MIT,,,Y,d4l3k/skeletondb,d4l3k,skeletondb,Y
sksql,SKSQL,SKSQL is a relational database engine designed for Node.js.,Relational,SQL,Embedded,https://sksql.com/,https://github.com/alexraffy/sksql,,Alex Raffy,ES,2021,,"Hobby,Open Source",TypeScript,,,MIT,,Relational,Y,alexraffy/sksql,alexraffy,sksql,Y
skydb,SkyDB,"Sky is designed for analytics on behavioral data (e.g., clickstream and log data).",,,,http://skydb.io/,,,Ben Johnson,US,2013,2016,Open Source,,,,,,,,,,,
skytable,Skytable,Skytable is a key-value DBMS written in Rust.,Key/Value,Custom API,,https://skytable.io/,https://github.com/skytable/skytable,https://docs.skytable.io/,"Skytable, Inc.",US,2020,,Open Source,Rust,,,AGPL v3,,Key-value,Y,skytable/skytable,skytable,skytable,Y
slatedb,SlateDB,SlateDB is an embedded key-value DBMS designed to for object stores. Its storage architecture is based on log-structured merge-trees.,Key/Value,Custom API,Embedded,https://slatedb.io/,https://github.com/slatedb/slatedb,https://slatedb.io/docs/introduction/,Chris Riccomini,US,2024,,"Hobby,Open Source",Rust,Rust,,Apache v2,Linux,Key-value,Y,slatedb/slatedb,slatedb,slatedb,Y
sled,Sled,"Sled is an embedded key-value store written in Rust. It provides atomic single-key operations, including compare and swap operation. It is designed to be used as a construction component to build larger stateful systems. Sled is optimized for modern hardware. It uses lock-free data structures to improve scalability and organizes storage on disk in a log-structured way optimized for SSDs.",Key/Value,Custom API,Embedded,https://github.com/spacejam/sled,https://github.com/spacejam/sled,https://docs.rs/sled,Tyler Neely,"DE,US",2016,,Open Source,Rust,Rust,,"Apache v2,MIT","Android,Linux,OS X,Windows",Key-value,Y,spacejam/sled,spacejam,sled,Y
sleekdb,SleekDB,SleekDB is a NoSQL database written in PHP that stores data in plain JSON files.,Document / XML,Custom API,Embedded,https://sleekdb.github.io/,https://github.com/rakibtg/SleekDB,https://sleekdb.github.io/,,BD,2018,,Open Source,PHP,PHP,,MIT,Linux,Document,Y,rakibtg/SleekDB,rakibtg,SleekDB,Y
slumber-db,Slumber DB,The JSON database for REST and Websocket storage,Key/Value,,,https://github.com/RichardHightower/slumberdb,https://github.com/RichardHightower/slumberdb,,Richard Hightower,US,2014,,Open Source,Java,Java,"LevelDB,LMDB",Apache v2,,Key-value,Y,RichardHightower/slumberdb,RichardHightower,slumberdb,Y
smallsql,SmallSQL,"SmallSQL is a German desktop-oriented database engine. SmallSQL is built upon the belief that database run time should not be the largest part of a desktop application, and is designed to have minimal runtime storage, producing only 200 to 300 KB of jar file. It is written entirely in Java and does not require linking to an external library.",Relational,,Embedded,http://www.smallsql.de/,https://sourceforge.net/projects/smallsql/,http://www.smallsql.de/doc/index.html,Volker Berlin,DE,2005,2013,Open Source,Java,Java,,LGPL v3,All OS with Java VM,Relational,,,,,Y
sneller,Sneller,Sneller is a vectorized SQL query engine for JSON datafiles on cloud storage.,Document / XML,SQL,Shared-Disk,https://www.sneller.io/,https://github.com/SnellerInc/sneller,,"Sneller, Inc.",US,2022,,"Commercial,Open Source",Go,,,AGPL v3,,Document,Y,SnellerInc/sneller,SnellerInc,sneller,Y
solr,Solr,"Solr is an open source NoSQL enterprise search platform built on Apache Lucene. Supporting distributed search and index replication, Solr is highly reliable, scalable and fault tolerant. It runs as a standalone full-text search server with a REST-like API and provides features including hit highlighting, faceted search, near real-time indexing, dynamic clustering, database integration, and geospatial search. Currently, Solr powers some of the highest-traffic websites and applications in the world.",Document / XML,Custom API,Shared-Nothing,http://lucene.apache.org/solr/,https://github.com/apache/lucene-solr,https://solr.apache.org/resources.html#documentation,Apache Software Foundation,US,2004,,Open Source,Java,"C#,C++,Clojure,Go,Java,JavaScript,Lua,Perl,PHP,Python,R,Ruby,Rust,Scala",Lucene,Apache v2,"Linux,OS X,Windows",Document,Y,apache/lucene-solr,apache,lucene-solr,Y
sones-graphdb,sones GraphDB,sones GraphDB was a graph database system developed in Germany.,Graph,"Custom API,HTTP / REST",Shared-Everything,http://www.sones.com/,https://github.com/sones/sones,,sones GmbH,DE,2007,2012,"Commercial,Open Source",C#,,,AGPL v3,"Hosted,Windows",Graph,Y,sones/sones,sones,sones,Y
sonnerie,Sonnerie,Sonnerie is a transactional time-series DBMS written in Rust.,Relational,"HTTP / REST,Command-line / Shell",,https://github.com/njaard/sonnerie,https://github.com/njaard/sonnerie,,Charles Samuels,US,,,Open Source,Rust,,,BSD,,Relational,Y,njaard/sonnerie,njaard,sonnerie,Y
spacetimedb,SpacetimeDB,SpacetimeDB is a relational DBMS that supports executing application logic as stored procedures.,Relational,"Custom API,SQL,HTTP / REST",,https://spacetimedb.com,https://github.com/ClockworkLabs/SpacetimeDB,https://spacetimedb.com/docs,"Clockwork Laboratories, Inc.",US,2023,,"Commercial,Open Source",,,,Business Source License,Linux,Relational,Y,ClockworkLabs/SpacetimeDB,ClockworkLabs,SpacetimeDB,Y
sparksee,Sparksee,"Sparksee is a high performance native graph database management system developed by Sparsity Technologies. Designed to support computations on graph/network objects at large-scale, Sparksee leverages the bitmap data structure. While being the first graph database for iOS and android, Sparksee can also be run on Linux, Windows and MacOSX. It provides full ACID transactions and has largely been used in social network analysis.","Graph,Object-Oriented",Custom API,Shared-Nothing,http://sparsity-technologies.com/#sparksee,,http://sparsity-technologies.com/UserManual/Index.html,Sparsity Technologies,ES,2006,,"Commercial,Open Source",C++,"C#,C++,Java,Objective-C,Python",,,"Android,iOS,Linux,OS X,Windows","Graph,Object oriented",,,,,
spark-sql,Spark SQL,"Spark SQL works as a module in Apache Spark to integrate relational processing with Spark's API. It is designed for read-only Online Analytical Processing (OLAP) which involves large scale datasets. It uses DataFrame API to unitify the interface for procedural code (e.g. Scala, Java) in Spark and relational code (e.g SQL). It also designs an extensible optimizer called Catalyst to make adding optimization rules easier. Spark SQL combines the strength of Spark (rounded data analytics programming interfaces and tools) and the strength of SQL (declarative interfaces and the possibility of optimization).",,"Custom API,SQL",Shared-Nothing,http://spark.apache.org/sql/,https://github.com/apache/spark,http://spark.apache.org/docs/latest/,Apache Software Foundation,US,2014,,Open Source,,Scala,,Apache v2,All OS with Java VM,,Y,apache/spark,apache,spark,Y
sparrowdb,SparrowDB,SparrowDB is an append-only object database that supports server-side image processing.,Key/Value,HTTP / REST,,https://sparrowdb.github.io/sparrowdb/,https://github.com/SparrowDb/sparrowdb,,SparrowDB,BR,2016,2018,Open Source,Go,,,MIT,,Key-value,Y,SparrowDb/sparrowdb,SparrowDb,sparrowdb,Y
speedy,Speedy,Speedy was an in-memory relational embedded DBMS that supported SQL.,Relational,SQL,,http://www.testready.net/,https://www.testready.net/download.htm,,Harald Wabnig,AT,,2003,"Hobby,Open Source",C,SQL,,,"Linux,Windows",Relational,,,,,Y
sphinx,Sphinx,"Sphinx is a standalone full-text search engine whose goal is to provide fast and relevant full-text search functionality. It is built to integrate with SQL databases, and to provide easy access via scripting languages, but it can be used directly without an SQL database. The Sphinx search daemon can be accessed via: Sphinx provides two indexing backends: Sphinx can use the following types of data sources to load disk indexes: The name of Sphinx refers to,S,QL,Ph,rase,In,de,x,.",,,,http://sphinxsearch.com/,https://github.com/sphinxsearch/sphinx/,http://sphinxsearch.com/docs/,Sphinx Technologies Inc.,US,2001,,"Commercial,Open Source",C++,"C,Java,Perl,PHP,Python,Ruby",,GPL v2,"AIX,BSD,Linux,OS X,Solaris,Windows",,Y,sphinxsearch/sphinx,sphinxsearch,sphinx,Y
spicedb,SpiceDB,SpiceDB is a DBMS middleware for managing fine-grained permissions on top of relational DBMSs.,Object-Oriented,"Custom API,HTTP / REST",,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,https://docs.authzed.com/,Authzed,US,2021,,"Commercial,Open Source",Go,,CockroachDB,Apache v2,,Object oriented,Y,authzed/spicedb,authzed,spicedb,Y
splice-machine,Splice Machine,Splice Machine (also called SpliceSQL) is a SQL DBMS built on top of HBase and SparkSQL. All queries first are parsed using Apache Derby and then split into separate execution plans for HBase and Spark.,,SQL,Shared-Disk,http://splicemachine.com/,https://github.com/splicemachine/spliceengine,,,US,2012,2021,"Commercial,Open Source",Java,,"HBase,Spark SQL",AGPL v3,All OS with Java VM,,Y,splicemachine/spliceengine,splicemachine,spliceengine,Y
splinterdb,SplinterDB,SplinterDB is an embedded key-value DBMS from VMware Research.,Key/Value,Custom API,Embedded,https://splinterdb.org,https://github.com/vmware/splinterdb,https://github.com/vmware/splinterdb/blob/main/docs/README.md,"VMware, Inc.",US,2018,,"Industrial Research,Open Source",C,"C,C++",,Apache v2,Linux,Key-value,Y,vmware/splinterdb,vmware,splinterdb,Y
sqlite,SQLite,"SQLite is a self-contained, high-reliability, embedded, full-featured, public-domain SQL database engine. First released in August 2000, SQLite has several notable features which make it the most widely deployed database engine in the world. (1) Portability. SQLite compiles and runs on mostly every mainstream operating systems on the market no matter whether it is commercial or free, desktop-level or embedded. SQL library has a small footprint of about 324 KB when all features are enabled. (2) Application interface. SQLite provides an SQL environment for a large number of applications to manipulate databases. It provides a set of call-level API for 30+ programming languages including mostly of popular languages. (3) Single database file. Each database is stored entirely in a single native file. The file format is cross-platform. (4) Transactional. SQLite implements serializable transactions that are ACID.",Relational,"Custom API,SQL","Shared-Disk,Embedded",https://sqlite.org,https://www.sqlite.org/src/doc/trunk/README.md,https://www.sqlite.org/docs.html,"D. Richard Hipp, Dan Kennedy, Joe Mistachkin",US,2000,,"Commercial,Open Source",,"C++,D,Delphi,Go,Haskell,Java,JavaScript,Lisp,Lua,Objective-C,Ocaml,Perl,PHP,Python,R,Ruby,Scheme,Smalltalk,Tcl",,Public Domain,"Android,BSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",Relational,,,,,Y
srch2,SRCH²,SRCH² was a in-memory search engine.,,,,http://srch2.com/,https://github.com/SRCH2/srch2-ngn,http://srch2.com/documentation.html,SRCH²,US,2010,2017,"Commercial,Open Source",C++,,,Proprietary,,,Y,SRCH2/srch2-ngn,SRCH2,srch2-ngn,Y
ssdb,SSDB,"SSDB is a NoSQL database implemented in C++. The goal of SSDB is to substitute, or work together with Redis. It is compatible with Redis APIs, and has a larger storage space than Redis. SSDB supports multiple data structures, including key-value pairs, hashmap, sorted set, and list. Its low-level storage engine is based on Google LevelDB. SSDB supports a wide range of programming languages.",Key/Value,"Custom API,Command-line / Shell",Shared-Nothing,http://ssdb.io/,https://github.com/ideawu/ssdb,http://ssdb.io/docs/,Zuyang Wu,CN,2013,,Open Source,C++,"C#,C++,Erlang,Go,Java,Lua,PHP,Python,Ruby,Swift",LevelDB,BSD,"BSD,iOS,Linux,OS X,Windows",Key-value,Y,ideawu/ssdb,ideawu,ssdb,Y
starrocks,StarRocks,StarRocks is a distributed relational DBMS designed for data warehouse workloads.,"Column Family / Wide-Column,Relational",SQL,"Shared-Nothing,Shared-Everything",https://www.starrocks.io,https://github.com/StarRocks/StarRocks,https://docs.starrocks.io,StarRocks Labs,CN,2021,,"Commercial,Open Source","C++,Java",,Berkeley DB,Apache v2,Linux,"Wide column,Relational",Y,StarRocks/StarRocks,StarRocks,StarRocks,Y
starskey,Starskey,"Starskey is a embedded key-value, log-structured DBMS.",Key/Value,Custom API,Embedded,https://starskey.io/,https://github.com/starskey-io/starskey,,Alex Gaetano Padula,CA,2025,,"Hobby,Open Source",Go,Go,,Mozilla Public License,,Key-value,Y,starskey-io/starskey,starskey-io,starskey,Y
stellarsql,StellarSQL,StellarSQL is an embedded SQL DBMS written in Rust.,Relational,SQL,,https://stellarsql.github.io/StellarSQL/stellar_sql/,https://github.com/stellarsql/StellarSQL,,An-Chi Liu,TW,2018,2021,"Hobby,Open Source",Rust,,,MIT,,Relational,Y,stellarsql/StellarSQL,stellarsql,StellarSQL,Y
stereodb,StereoDB,StereoDB is an in-memory embedded DBMS for F# and C# applications.,Relational,SQL,Embedded,https://github.com/StereoDB/StereoDB,https://github.com/StereoDB/StereoDB,,Anton Moldovan,UA,2023,,"Hobby,Open Source",F#,"C#,F#",,Apache v2,"Linux,Windows",Relational,Y,StereoDB/StereoDB,StereoDB,StereoDB,Y
stig,Stig,"Stig is a non-relational, distributed graph database that was developed at Tagged.",Graph,,Shared-Nothing,http://stigdb.org/,https://github.com/jssmith/stigdb,https://github.com/jssmith/stigdb/tree/master/docs,Tagged,US,2010,2014,Open Source,C++,,,Apache v2,,Graph,Y,jssmith/stigdb,jssmith,stigdb,Y
stonedb,StoneDB,StoneDB is a columnar MySQL-compatible storage engine that supports OLAP workloads.,Relational,SQL,,https://stonedb.io/,https://github.com/StoneAtom/stonedb,https://stonedb.io/docs/,StoneAtom Ltd.,CN,2022,,"Commercial,Open Source",,,,,,Relational,Y,StoneAtom/stonedb,StoneAtom,stonedb,Y
stormidb,StormiDB,StormiDB is a document-oriented DBMS that uses Azure Blob Storage as its backing storage.,Document / XML,Custom API,Embedded,https://github.com/goshops-com/StormiDB,https://github.com/goshops-com/StormiDB,,Gopersonal,US,2024,,Open Source,JavaScript,JavaScript,,MIT,,Document,Y,goshops-com/StormiDB,goshops-com,StormiDB,Y
strabon,Strabon,Strabon is a semantic geospatial database system for storing linked geospatial data expressed in RDF and query them using an extension of SPARQL.,Triplestore / RDF,SPARQL,,http://www.strabon.di.uoa.gr/,http://hg.strabon.di.uoa.gr/Strabon/,,KRR&A Team,GR,2011,,"Academic,Open Source",Java,,,,,RDF,,,,,Y
strixdb,StrixDB,"StrixDB is a RDF store supporting SPARQL. It can be used as a SPARQL server with Apache HTTP Server, or as an embedded engine using a Windows DLL or as a Lua module.",Triplestore / RDF,"SPARQL,Datalog",Embedded,http://opoirel.free.fr/strixDB/,https://sourceforge.net/projects/strixdb/,http://opoirel.free.fr/strixDB/DOC/index.html,,FR,,,"Commercial,Open Source",,Lua,,Proprietary,Windows,RDF,,,,,Y
strozzi-nosql,Strozzi NoSQL,"Strozzi NoSQL is a shell-based relational database management system created by Carlo Strozzi in the late 1990s. Its name ""NoSQL"" is because users do not write queries using SQL and is not part of the NoSQL database movement of the late 2000s.",Relational,,,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/nosql/Home%20Page,http://www.strozzi.it/shared/nosql/,http://www.strozzi.it/cgi-bin/CSA/tw7/I/en_US/NoSQL/Documentation%20Index,Carlo Strozzi,IT,1989,,"Commercial,Open Source",,,,GPL v2,,Relational,,,,,Y
stsdb,STSdb,STSdb is a NoSQL key-value store written in C# for the Microsoft .NET environment.,Key/Value,,Embedded,http://stssoft.com/products/stsdb-4-0/,http://stsdb.com:221/svn/STSdb/,,STS Soft SC,BG,2008,2020,"Commercial,Open Source",C#,,,"GPL v2,GPL v3",Windows,Key-value,,,,,Y
summitdb,SummitDB,"SummitDB is an in-memory, NoSQL key/value DBMS.",Key/Value,Custom API,Shared-Nothing,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb,https://github.com/tidwall/summitdb/wiki,Josh Baker,US,2016,2022,"Hobby,Open Source",Go,,BuntDB,MIT,,Key-value,Y,tidwall/summitdb,tidwall,summitdb,Y
surrealdb,SurrealDB,SurrealDB is a multi-model DBMS that supports embedded and shared-nothing deployments. It uses a hybrid data model that combines documents with explicit graph edge relationships.,"Relational,Document / XML,Graph","Custom API,SQL,HTTP / REST,RPC","Shared-Nothing,Embedded",https://surrealdb.com/,https://github.com/surrealdb/surrealdb,https://surrealdb.com/docs,SurrealDB Ltd.,GB,2016,,"Commercial,Open Source",Rust,"Go,JavaScript,Rust","EchoDB,FoundationDB,RocksDB,TiKV",Business Source License,"Linux,OS X,Windows","Relational,Document,Graph",Y,surrealdb/surrealdb,surrealdb,surrealdb,Y
swaydb,SwayDB,"SwayDB is an embedded, non-blocking and type-safe NoSql database under development. It can be configured for both persistent and in-memory storage. It supports normal operations for key-value stores, and additionally supports auto expiring key values. It provides a Scala and Java API. It reaches up to 600,000 writes per second for in-memory databases and up to 300,000 for persistent databases. For transactions, SwayDB only guarantees atomicity. Log-structured merge-tree is the main underlying algorithm.",Key/Value,Custom API,Embedded,http://www.swaydb.io/,https://github.com/simerplaha/SwayDB,http://www.swaydb.io/,Simer Plaha,AU,2018,,"Commercial,Open Source",Scala,"Java,Scala",,AGPL v3,,Key-value,Y,simerplaha/SwayDB,simerplaha,SwayDB,Y
