Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Twitter,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Wikipedia,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name
cachegrand,Cachegrand,Cachegrand is an Redis-compatible key-value DBMS designed for caching.,Key/Value,HTTP / REST,,https://cachegrand.io/,https://github.com/danielealbano/cachegrand,,Cachegrand,CH,2018.0,,"Commercial,Open Source",C,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
calvin,Calvin,Calvin is a scalable transactional database system that leverages determinism to guarantee active replication and full ACID-compliance of distributed transactions without two-phase commit.,Relational,,,http://db.cs.yale.edu/calvin/,https://github.com/yaledb/calvin,,Yale University,US,2012.0,,"Academic,Open Source",C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caskdb,CaskDB,CaskDB is an embedded and persistent key-value DBMS. It was built an educational tool for people to learn more about database system implementation.,Key/Value,,,https://github.com/avinassh/py-caskdb,https://github.com/avinassh/py-caskdb,,Avinash Sajjanshetty,IN,2022.0,,"Educational,Open Source",Python,Python,,MIT,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
cassandra,Cassandra,"Apache Cassandra is a free and open source NoSQL distributed database management system. It provides high availability, high scalability, and fault tolerance, even while running on commodity hardware. Cassandra has no single-point of failure, and is well-suited for clusters spanning multiple datacenter. Cassandra is decentralized and master-less. Therefore, data in a Cassandra cluster is distributed/partitioned across multiple nodes in the cluster. It provides fault tolerance by asynchronously replicating data across different nodes. Thus, Cassandra is immune to even whole data centers going down. One salient feature of Cassandra is it’s ability to scale linearly in both read and write throughput as the number of nodes grows.","Column Family,Key/Value",Custom API,,http://cassandra.apache.org/,https://github.com/apache/cassandra,,Apache Software Foundation,US,2008.0,,Open Source,Java,"C,C#,C++,Java,JavaScript,Kotlin,PHP,Python,Ruby",,Apache v2,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
castledb,CastleDB,"CastleDB is a structured static DBMS platform designed to make it easier for multiple people to collaborate on a data set. CastleDB stores both its data model and the data contained in the rows in human-readable JSON. This allows users to version control systems, such as Git or Subversion, to diff/merge the data files.",Document / XML,HTTP / REST,,http://castledb.org/,https://github.com/ncannasse/castle,,Nicolas Cannasse,FR,2012.0,,Open Source,Haxe,,,ISC License,,,,,,,,,,,,,,,,,,,,,,,,,
cayley,Cayley,Cayley is an open-source graph database query engine inspired by the Freebase and Google's Knowledge Graph systems.,Triplestore (RDF),"GraphQL,Gremlin",,https://cayley.io/,https://github.com/cayleygraph/cayley,,Google,US,2014.0,,Open Source,Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
cdb,cdb,"cdb is a simple package for creating and reading constant (i.e., immutable) databases.",Key/Value,,,http://cr.yp.to/cdb.html,,,D. J. Bernstein,US,,,Open Source,,"Java,Lua,Perl,Python",,Public Domain,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
ceresdb,CeresDB,"CeresDB is a distributed, schema-less, time-series DBMS.",Relational,"SQL,HTTP / REST",,https://github.com/CeresDB/ceresdb,https://github.com/CeresDB/ceresdb,,,CN,2021.0,,Open Source,Rust,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
chaozzdb,chaozzDB,"chaozzDB is a proof-of-concept embedded, flat-file SQL DBMS written entirely in PHP.",,SQL,,https://chaozz.nl/chaozzdb,https://github.com/chaozznl/chaozzDB,,Elmar Wenners,NL,2008.0,,"Hobby,Open Source",PHP,PHP,,Creative Commons License,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
cheetah,Cheetah,Cheetah was an embedded dBase-compatiable DBMS engine for Windows applications.,Relational,Custom API,,http://cheetahdatabase.sourceforge.net/,https://sourceforge.net/projects/cheetahdatabase/,,PlanetSquires Software,CA,2005.0,,Open Source,Visual Basic,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
chronicle-map,Chronicle Map,Chronicle Map is an in-memory key-value DBMS designed for low-latency applications.,Key/Value,,,https://chronicle.software/products/map/,https://github.com/OpenHFT/Chronicle-Map,,Chronicle Software,GB,2014.0,,"Commercial,Open Source",Java,,,LGPL v3,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
chronix,Chronix,"Chronix is a collection of Java-based frameworks for time-series data storage and analysis. It is built on top of existing open-source solutions, such as Apache Solr, Apache Lucene, and Apache Spark.",,Custom API,,http://www.chronix.io/,https://github.com/ChronixDB/chronix.server,,QAware,DE,2015.0,,"Commercial,Open Source",Java,Java,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
citus,Citus,"Citus is an extension to Postgres to make it a distributed, shared-nothing DBMS.",Relational,SQL,,http://www.citusdata.com/,https://github.com/citusdata/citus,,Citus Data,"US,TR",2010.0,,"Commercial,Open Source",C,,,AGPL v3,,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
clickhouse,ClickHouse,CilckHouse is an open-source column-oriented OLAP DBMS. It is designed to provide linear scalability of queries.,Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",,https://clickhouse.com/,https://github.com/ClickHouse/ClickHouse,,Yandex,RU,2016.0,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,Kotlin,Scala",,Apache v2,,,"Dictionary Encoding,Delta Encoding,Naïve (Page-Level)","Disk-oriented,In-Memory,Hybrid",Decomposition Storage Model (Columnar),,,,,,,,,,,,,,,,,,,,
cloudkit,CloudKit,"CloudKit provides schema-free, auto-versioned, RESTful JSON storage.",Document / XML,,,http://getcloudkit.com/,https://github.com/jcrosby/cloudkit,,,US,2008.0,,Open Source,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
cnosdb,CnosDB,CnosDB is a distributed time-series database management system written in Rust.,Relational,,,https://www.cnosdb.com,https://github.com/cnosdb/cnosdb,,,CN,2021.0,,"Commercial,Open Source",,,,AGPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
cockroachdb,CockroachDB,CockroachDB (sometimes shortened as CRDB) is a free and open source distributed SQL database built on a transactional and strongly-consistent key-value store. It is backed by PebbleDB (a RocksDB/LevelDB-inspired K/B store) and uses the Raft distributed consensus algorithm to ensure consistency.,Relational,,,https://www.cockroachlabs.com/,https://github.com/cockroachdb/cockroach/,,,US,2014.0,,"Commercial,Open Source",,,,Business Source License,,,,,,,,,,,,,,,,,,,,,,,,,
codernitydb,CodernityDB,CodernityDB is NoSQL key-value DBMS written in Python.,Key/Value,,,http://labs.codernity.com/codernitydb/,https://bitbucket.org/codernity/codernitydb,,,PL,2011.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
cogadb,CoGaDB,CoGaDB was an academic column-oriented DBMS that supported GPU acceleration. It was developed by researchers at TU Berlin.,Relational,,,http://cogadb.dfki.de/,,,,DE,2012.0,2020.0,"Academic,Open Source",,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
cogdb,CogDB,CogDB is an embedded RDF (graph) DBMS library for Python applications.,Triplestore (RDF),,,https://cogdb.io/,https://github.com/arun1729/cog,,,CA,2017.0,,"Hobby,Open Source",,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
column,Column,Column is an embedded DBMS engine that stores in-memory columnar data.,Relational,,,https://github.com/kelindar/column,https://github.com/kelindar/column,,,AE,2021.0,,"Hobby,Open Source",,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
comdb2,Comdb2,"Comdb2 is a consistent, synchronously replicated SQL database built by Bloomberg.",Relational,,,https://bloomberg.github.io/comdb2/,https://github.com/bloomberg/comdb2,,,US,2004.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
compass,Compass,"Compass is a powerful Search Engine mapping built on the Lucene API. It is designed for fast search and supports mapping from data object to the Search Engine. Unlike a traditional database, Compass' primary goal is to ""simplify the integration of Search Engine into any application"". By incorporating fast index operations and optimization, this DMBS allows itself to be used as a lightweight application datasource.","Document / XML,Object-Oriented",,,http://www.compass-project.org/,https://github.com/kimchy/compass,,,GB,2006.0,2009.0,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
composedb,ComposeDB,ComposeDB is a decentralized graph DBMS running on top of IPFS.,Graph,,,https://composedb.js.org,https://github.com/ceramicstudio/js-composedb,,,IE,2022.0,,Open Source,,,,"Apache v2,MIT",,,,,,,,,,,,,,,,,,,,,,,,,
computedb,ComputeDB,"ComputeDB is a distributed, in-memory OLAP DBMS.",Relational,,,http://www.snappydata.io/,https://github.com/SnappyDataInc/snappydata,,,US,2015.0,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
conceptbasecc,ConceptBase.cc,ConceptBase.cc is a multi-user deductive and object-oriented database system for metamodeling and method engineering.,Object-Oriented,,,http://conceptbase.cc,https://sourceforge.net/projects/conceptbase/,,,"DE,SE",1995.0,,"Academic,Open Source",,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
concourse,Concourse,Concourse is a hybrid operational and analytics document-oriented DBMS that supported automatic indexing.,Document / XML,,,http://concoursedb.com/,https://github.com/cinchapi/concourse,,,US,2012.0,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
condensation,Condensation,"Condensation is a decentralized, encrypted block-chain database system.",Object-Oriented,,,https://condensationdb.com/,https://github.com/CondensationDB/Condensation-java,,,CH,2020.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
consus,Consus,Consus is a geo-replicated transactional key-value store.,Key/Value,,,http://consus.io/,https://github.com/rescrv/Consus,,,US,2015.0,,"Academic,Open Source",,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
consus-java,Consus,Consus is a Java embedded object-relational database management system.,Object-Relational,,,http://www.garret.ru/consus.html,,,,RU,2004.0,,Open Source,,,,BSD,,,,,,,,,,,,,,,,,,,,,,,,,
coral,CORAL,"Coral is a deductive database management system that supports a rich declarative language, and an interface to C++ which allows for a combination of declarative and imperative programming.",,,,http://research.cs.wisc.edu/coral/,,,,US,1988.0,1997.0,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coreobject,CoreObject,CoreObject is a version-controlled object database for Objective-C. It uses Mercurial to manage versioning with a SQLite storage engine.,Object-Oriented,,,http://coreobject.org/,https://github.com/etoile/CoreObject,,,FR,2007.0,,"Academic,Open Source",,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,,
couchbase,Couchbase,"Couchbase is an open-source, distributed NoSQL document database. It supports the Memcached client protocol and provides extra features like disk persistence, data replication.","Key/Value,Document / XML",,,http://www.couchbase.com/,https://github.com/couchbase/manifest,,,US,2010.0,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
couchdb,CouchDB,"CouchDB ("",c,luster,o,f,u,nreliable,c,ommodity,h,ardware"") is a document-oriented NoSQL DBMS.",Document / XML,,,http://couchdb.apache.org/,https://github.com/apache/couchdb,,,US,2005.0,,Open Source,,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
covenantsql,CovenantSQL,"CovenantSQL is a decentralized SQL database management system derived from SQLite and built on top of a blockchain. It supports most of the SQL-92 features. Each party interacting with CovenantSQL is either a client, a block producer, or a miner: When a client sends a connection request, the request is directed to one node among a group of block producers. The block producers maintain a public blockchain (main chain). When a block producer receives a request, it allocates a number of miners. The miners self-organize and produce a separate block chain, called a shard chain. Each miner is an independent database engine running SQLite. CovenantSQL uses Go's driver for SQLite to interact with individual miners. The main chain implements Delegated Proof-of-Stake, which provides eventual consistency among block producers. The block producers pack all SQL queries from clients along with the shard chain's signature into the main block chain. The shard chains themselves consist of database contents and query results. The miners pertaining a shard chain use Byzantine Fault-Toleranted Raft, which provides strong consistency among miners that serve the same client. The leader in each miner group uses two phase commit to support transactions.",Relational,,,https://covenantsql.io/,https://github.com/CovenantSQL/CovenantSQL,,,CN,2018.0,,"Commercial,Open Source",,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
cozodb,CozoDB,"CozoDB is transactional, relational DBMS that supports Datalog queries on graph data.",Relational,Datalog,Embedded,https://www.cozodb.org/,https://github.com/cozodb/cozo,https://docs.cozodb.org/en/latest/,Ziyang Hu,GB,2022.0,,"Hobby,Open Source",Rust,,RocksDB,Mozilla Public License,Linux,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
cql,CQL++,CQL++ is a SQL and B+tree/ISAM database management system providing a single user or client/server.,Relational,,"Shared-Everything,Embedded",http://www.cql.com,http://www.cql.com/cql.html,,Machine Independent Software Corporation,US,1994.0,,"Commercial,Open Source",C++,C++,,"GPL v2,Proprietary","Linux,Windows",,,,,,,,B+Tree,,,,,,,,,,,,,,,,
cqlite,CQLite,CQLite is an embedded graph DBMS implemented in Rust.,Graph,Cypher,Embedded,https://crates.io/crates/cqlite,https://github.com/dyedgreen/cqlite,,Tilman Roeder,GB,2021.0,,"Hobby,Open Source",Rust,Rust,,MIT,Linux,,,,,,,,,,,,,,,,,,,,,,,,
cratedb,CrateDB,"CrateDB is an open-source, distributed, shared-nothing SQL database system developed by Crate.io, built on top of a variety of open source projects. Some of these projects include Facebook’s Presto SQL parser and the Apache Lucene search library. The system's target workload is machine-generated IoT data, particularly for operational analytics applications.",,"SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://crate.io/,https://github.com/crate/crate,https://crate.io/docs/,Crate.io,AT,2014.0,,"Commercial,Open Source",Java,,Lucene,Apache v2,All OS with Java VM,@cratedb,,Disk-oriented,Hybrid,,Optimistic Concurrency Control (OCC),Not Supported,,"Read Uncommitted,Read Committed,Serializable,Repeatable Read","Nested Loop Join,Hash Join",Logical Logging,Not Supported,Materialized Model,Not Supported,Virtual Views,,,,,,,,,
csql,CSQL,CSQL is an open-source in-memory relational DBMS.,Relational,,,http://www.csqldb.com/,http://sourceforge.net/projects/csql,,LAKSHYA Solutions Limited,IN,2005.0,,"Commercial,Open Source",,SQL,,GPL v2,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
cubicweb,CubicWeb,,Graph,Custom API,,http://www.cubicweb.org/,https://www.cubicweb.org/project,https://docs.cubicweb.org/,Logilab,FR,2000.0,,Open Source,Python,,,LGPL v2,,,,,,,,,,,,,,,,,,,,,,,,,
cubrid,Cubrid,"CUBRID is an open-source object-relational OLTP database management system under GPL/BSD license, developed and owned by NHN Corporation. It is optimized for web services with its multi-threaded, multi-server architecture, native borker middleware, Multiversion Concurrency Control, cost-based query optimizer and High Availability feature.",Object-Relational,"Custom API,SQL,Stored Procedures,Command-line / Shell",Shared-Nothing,http://www.cubrid.org/,https://github.com/CUBRID/cubrid,https://www.cubrid.org/documentation/manuals,Naver Corporation,KR,2008.0,,Open Source,C,"C,Java,JavaScript,Perl,PHP,Python,Ruby",,"BSD,GPL v2","Linux,Windows",@CUBRID,,Disk-oriented,N-ary Storage Model (Row/Record),Non-Blocking,Multi-version Concurrency Control (MVCC),Supported,B+Tree,"Read Committed,Serializable,Snapshot Isolation,Repeatable Read","Nested Loop Join,Sort-Merge Join,Index Nested Loop Join","Logical Logging,Physical Logging",Not Supported,Materialized Model,Supported,Virtual Views,,,,,,,,,
