Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Storage Architecture,Storage Model,Storage Organization,Stored Procedures,Views,Twitter,Inspired By,Compatible With,Wikipedia,Checkpoints,Compression,Former Name,Derived From,Storage Format
shardingsphere,ShardingSphere,"Apache ShardingSphere is positioned as a Database Plus, and aims at building a new criterion and ecosystem above multi-model databases. It focuses on how to reuse existing databases and their respective upper layer, rather than creating a new database. The concepts at the core of the project are Connect, Enhance and Pluggable: Connect: flexible adaptation of database protocol, SQL dialect and database storage. It can quickly connect applications and multi-mode heterogeneous databases. Enhance: capture database access entry to provide additional features transparently, such as: redirect (sharding, readwrite-splitting and shadow), transform (data encrypt and mask), authentication (security, audit and authority), governance (circuit breaker and access limitation and analyze, QoS and observability). Pluggable: Leveraging the micro kernel and 3 layers pluggable mode, features and database ecosystem can be embedded flexibily. Developers can customize their ShardingSphere just like building with LEGO blocks. ShardingSphere became an Apache Top-Level Project on April 16, 2020.",Relational,SQL,Shared-Nothing,https://shardingsphere.apache.org/,https://github.com/apache/shardingsphere,,,CN,,,Open Source,Java,,,Apache v2,,,,,,,,,,Disk-oriented,,,,,,,,,,,,,
shore,Shore,,,,,http://research.cs.wisc.edu/shore/,,,,US,,,"Academic,Open Source",,,,,,,,,,,,,,,,,,,,,,,,,,,
shore-mt,Shore-MT,"Shore-MT is a multi-threaded version of the,Shore,storage manager developed at Carnegie Mellon University and EPFL.",,,,https://research.cs.wisc.edu/shore-mt/,https://bitbucket.org/shoremt/,,,US,,,"Commercial,Open Source",C,,,,,,,,,,,,,,,,,,,,,,,,,Shore,
shsql,shsql,shsql is a command-line SQL DBMS that stores data in flat files.,Relational,"SQL,Command-line / Shell",,http://quisp.sourceforge.net/shsqlhome.html,https://sourceforge.net/projects/shsql/,,,,,,Open Source,Bash,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,
silo,Silo,Silo is an in-memory database system. Silo tries to avoid all kinds of contention points by using an epoch-based commit protocol with optimistic concurrency control. This commit protocol makes it possible for Silo to support serializability while avoiding all writes on shared memory for read transactions. Silo can achieve high performance on multi-core machines because of this commit protocol.,Relational,Custom API,Shared-Everything,http://dl.acm.org/citation.cfm?id=2522713,https://github.com/stephentu/silo,,,US,,,"Academic,Open Source","C++,Python",,,MIT,,,,,,,,,,In-Memory,,,,,,,,,,,,,
sirdb,Sir.DB,Sir.DB is a document-oriented DBMS that organizes JSON documents on the local filesystem.,Document / XML,Custom API,,https://github.com/c9fe/sirdb,https://github.com/c9fe/sirdb,,,HK,,,"Hobby,Open Source",JavaScript,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
siridb,SiriDB,SiriDB is a time-series DBMS.,,Custom API,,http://siridb.net/,https://github.com/SiriDB/siridb-server,,,NL,,,"Commercial,Open Source",C,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
sirixdb,SirixDB,Sirix is a log-structured XML database system with copy-on-write semantics.,Document / XML,"XQuery,HTTP / REST",,http://sirix.io/,https://github.com/sirixdb/sirix,,,DE,,,"Academic,Open Source","Java,Kotlin",,,BSD,,,,,,,,,,,,,,,,,,,,,,,
skeletondb,SkeletonDB,"SkeletonDB is a lock-less, thread-safe in memory MVCC database storage engine written in Go.",,,,https://github.com/d4l3k/skeletondb,https://github.com/d4l3k/skeletondb,,,CA,,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
sksql,SKSQL,SKSQL is a relational database engine designed for Node.js.,Relational,SQL,Embedded,https://sksql.com/,https://github.com/alexraffy/sksql,,,ES,,,"Hobby,Open Source",TypeScript,,,MIT,,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,
skydb,SkyDB,"Sky is designed for analytics on behavioral data (e.g., clickstream and log data).",,,,http://skydb.io/,,,,US,,,Open Source,,,,,,,,,,,,,,,,,,,,,,,,,,,
skytable,Skytable,Skytable is a key-value DBMS written in Rust.,Key/Value,Custom API,,https://skytable.io/,https://github.com/skytable/skytable,,,,,,Open Source,Rust,,,AGPL v3,,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,,,,
sled,Sled,"Sled is an embedded key-value store written in Rust. It provides atomic single-key operations, including compare and swap operation. It is designed to be used as a construction component to build larger stateful systems. Sled is optimized for modern hardware. It uses lock-free data structures to improve scalability and organizes storage on disk in a log-structured way optimized for SSDs.",Key/Value,Custom API,Embedded,https://github.com/spacejam/sled,https://github.com/spacejam/sled,,,"US,DE",,,Open Source,Rust,,,"Apache v2,MIT",,,,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,
sleekdb,SleekDB,SleekDB is a NoSQL database written in PHP that stores data in plain JSON files.,Document / XML,Custom API,Embedded,https://sleekdb.github.io/,https://github.com/rakibtg/SleekDB,https://sleekdb.github.io/,,BD,2018.0,,Open Source,PHP,PHP,,MIT,Linux,,,,,,,,Tuple-at-a-Time Model,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,
slumber-db,Slumber DB,The JSON database for REST and Websocket storage,Key/Value,,,https://github.com/RichardHightower/slumberdb,https://github.com/RichardHightower/slumberdb,,Richard Hightower,US,2014.0,,Open Source,Java,Java,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,
smallsql,SmallSQL,"SmallSQL is a German desktop-oriented database engine. SmallSQL is built upon the belief that database run time should not be the largest part of a desktop application, and is designed to have minimal runtime storage, producing only 200 to 300 KB of jar file. It is written entirely in Java and does not require linking to an external library.",Relational,,Embedded,http://www.smallsql.de/,https://sourceforge.net/projects/smallsql/,http://www.smallsql.de/doc/index.html,Volker Berlin,DE,2005.0,,Open Source,Java,Java,,LGPL v3,All OS with Java VM,,Supported,Patricia/Radix Trie,"Read Uncommitted,Serializable,Repeatable Read","Nested Loop Join,Index Nested Loop Join",Not Supported,,,Disk-oriented,N-ary Storage Model (Row/Record),,Not Supported,Virtual Views,,,,,Not Supported,,,,
sneller,Sneller,Sneller is a vectorized SQL query engine for JSON datafiles on cloud storage.,Document / XML,SQL,Shared-Disk,https://www.sneller.io/,https://github.com/SnellerInc/sneller,,"Sneller, Inc.",US,2022.0,,"Commercial,Open Source",Go,,,AGPL v3,,,,,,,,,Vectorized Model,,,,,,,,,,,,,,
solr,Solr,"Solr is an open source NoSQL enterprise search platform built on Apache Lucene. Supporting distributed search and index replication, Solr is highly reliable, scalable and fault tolerant. It runs as a standalone full-text search server with a REST-like API and provides features including hit highlighting, faceted search, near real-time indexing, dynamic clustering, database integration, and geospatial search. Currently, Solr powers some of the highest-traffic websites and applications in the world.",Document / XML,Custom API,Shared-Nothing,http://lucene.apache.org/solr/,https://github.com/apache/lucene-solr,https://solr.apache.org/resources.html#documentation,Apache Software Foundation,US,2004.0,,Open Source,Java,"C#,C++,Clojure,Go,Java,JavaScript,Lua,Perl,PHP,Python,R,Ruby,Rust,Scala",,Apache v2,"Linux,OS X,Windows",Optimistic Concurrency Control (OCC),,Inverted Index (Full Text),Read Committed,"Hash Join,Sort-Merge Join",Physical Logging,Not Supported,Tuple-at-a-Time Model,Disk-oriented,Decomposition Storage Model (Columnar),,Not Supported,Not Supported,@ApacheSolr,,,,Consistent,,,,
sones-graphdb,sones GraphDB,sones GraphDB was a graph database system developed in Germany.,Graph,,,http://www.sones.com/,https://github.com/sones/sones,,sones GmbH,DE,2007.0,,"Commercial,Open Source",C#,,,AGPL v3,Windows,,,,,,,,,,,,,,@sones,,,,,,,,
sonnerie,Sonnerie,Sonnerie is a transactional time-series DBMS written in Rust.,Relational,"HTTP / REST,Command-line / Shell",,https://github.com/njaard/sonnerie,https://github.com/njaard/sonnerie,,Charles Samuels,US,,,Open Source,Rust,,,BSD,,,,,,,,,,,,,,,,,,,,,,,
spark-sql,Spark SQL,"Spark SQL works as a module in Apache Spark to integrate relational processing with Spark's API. It is designed for read-only Online Analytical Processing (OLAP) which involves large scale datasets. It uses DataFrame API to unitify the interface for procedural code (e.g. Scala, Java) in Spark and relational code (e.g SQL). It also designs an extensible optimizer called Catalyst to make adding optimization rules easier. Spark SQL combines the strength of Spark (rounded data analytics programming interfaces and tools) and the strength of SQL (declarative interfaces and the possibility of optimization).",,"Custom API,SQL",Shared-Nothing,http://spark.apache.org/sql/,https://github.com/apache/spark,http://spark.apache.org/docs/latest/,Apache Software Foundation,US,2014.0,,Open Source,,Scala,,Apache v2,All OS with Java VM,Not Supported,,Not Supported,,"Nested Loop Join,Hash Join,Sort-Merge Join,Broadcast Join","Logical Logging,Command Logging",JIT Compilation,Materialized Model,Hybrid,Decomposition Storage Model (Columnar),,Supported,"Virtual Views,Materialized Views",,,,,,,,,
sparksee,Sparksee,"Sparksee is a high performance native graph database management system developed by Sparsity Technologies. Designed to support computations on graph/network objects at large-scale, Sparksee leverages the bitmap data structure. While being the first graph database for iOS and android, Sparksee can also be run on Linux, Windows and MacOSX. It provides full ACID transactions and has largely been used in social network analysis.","Graph,Object-Oriented",Custom API,Shared-Nothing,http://sparsity-technologies.com/#sparksee,,http://sparsity-technologies.com/UserManual/Index.html,Sparsity Technologies,ES,2006.0,,"Commercial,Open Source",C++,"C#,C++,Java,Objective-C,Python",,,"Android,iOS,Linux,OS X,Windows",Two-Phase Locking (Deadlock Detection),,"B+Tree,BitMap",Serializable,,Physiological Logging,,,Disk-oriented,Custom,,,,,,,,Consistent,,DEX,,
sparrowdb,SparrowDB,SparrowDB is an append-only object database that supports server-side image processing.,Key/Value,HTTP / REST,,https://sparrowdb.github.io/sparrowdb/,https://github.com/SparrowDb/sparrowdb,,SparrowDB,BR,2016.0,,Open Source,Go,,,MIT,,,,,,,,,,,,,,,,,,,,,,,
speedy,Speedy,Speedy was an in-memory relational embedded DBMS that supported SQL.,Relational,SQL,,http://www.testready.net/,https://www.testready.net/download.htm,,Harald Wabnig,AT,,,"Hobby,Open Source",C,SQL,,,"Linux,Windows",,,,,,,,,In-Memory,N-ary Storage Model (Row/Record),,,,,,,,,,,,
sphinx,Sphinx,"Sphinx is a standalone full-text search engine whose goal is to provide fast and relevant full-text search functionality. It is built to integrate with SQL databases, and to provide easy access via scripting languages, but it can be used directly without an SQL database. The Sphinx search daemon can be accessed via: Sphinx provides two indexing backends: Sphinx can use the following types of data sources to load disk indexes: The name of Sphinx refers to,S,QL,Ph,rase,In,de,x,.",,,,http://sphinxsearch.com/,https://github.com/sphinxsearch/sphinx/,http://sphinxsearch.com/docs/,Sphinx Technologies Inc.,US,2001.0,,"Commercial,Open Source",C++,"C,Java,Perl,PHP,Python,Ruby",,GPL v2,"AIX,BSD,Linux,OS X,Solaris,Windows",,,,,,,,,,,,,,,,,,,,,,
spicedb,SpiceDB,SpiceDB is a DBMS middleware for managing fine-grained permissions on top of relational DBMSs.,Object-Oriented,"Custom API,HTTP / REST",,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,https://docs.authzed.com/,Authzed,US,2021.0,,"Commercial,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,@authzed,,,,,,,,
splice-machine,Splice Machine,Splice Machine (also called SpliceSQL) is a SQL DBMS built on top of HBase and SparkSQL. All queries first are parsed using Apache Derby and then split into separate execution plans for HBase and Spark.,,SQL,Shared-Disk,http://splicemachine.com/,https://github.com/splicemachine/spliceengine,,,US,2012.0,,"Commercial,Open Source",Java,,,AGPL v3,All OS with Java VM,,,,,,,JIT Compilation,,Disk-oriented,Hybrid,,,,@splicemachine,,,,,,,,
splinterdb,SplinterDB,SplinterDB is an embedded key-value DBMS from VMware Research.,Key/Value,Custom API,Embedded,https://splinterdb.org,https://github.com/vmware/splinterdb,https://github.com/vmware/splinterdb/blob/main/docs/README.md,"VMware, Inc.",US,2018.0,,"Industrial Research,Open Source",C,"C,C++",,Apache v2,Linux,,,B-epsilon Tree,,,,,,Disk-oriented,,,,,@splinterdbnews,,,,,,,,
sqlite,SQLite,"SQLite is a self-contained, high-reliability, embedded, full-featured, public-domain SQL database engine. First released in August 2000, SQLite has several notable features which make it the most widely deployed database engine in the world. (1) Portability. SQLite compiles and runs on mostly every mainstream operating systems on the market no matter whether it is commercial or free, desktop-level or embedded. SQL library has a small footprint of about 324 KB when all features are enabled. (2) Application interface. SQLite provides an SQL environment for a large number of applications to manipulate databases. It provides a set of call-level API for 30+ programming languages including mostly of popular languages. (3) Single database file. Each database is stored entirely in a single native file. The file format is cross-platform. (4) Transactional. SQLite implements serializable transactions that are ACID.",Relational,"Custom API,SQL","Shared-Disk,Embedded",https://sqlite.org,https://www.sqlite.org/src/doc/trunk/README.md,https://www.sqlite.org/docs.html,"D. Richard Hipp, Dan Kennedy, Joe Mistachkin",US,2000.0,,"Commercial,Open Source",,"C++,D,Delphi,Go,Haskell,Java,JavaScript,Lisp,Lua,Objective-C,Ocaml,Perl,PHP,Python,R,Ruby,Scheme,Smalltalk,Tcl",,Public Domain,"Android,BSD,iOS,Linux,OS X,Solaris,VxWorks,Windows","Two-Phase Locking (Deadlock Prevention),Two-Phase Locking (Deadlock Detection)",Supported,B+Tree,"Read Uncommitted,Serializable,Snapshot Isolation",Nested Loop Join,Physical Logging,Code Generation,Tuple-at-a-Time Model,Disk-oriented,N-ary Storage Model (Row/Record),,Not Supported,Virtual Views,,,,,"Non-Blocking,Blocking",,,,
srch2,SRCH²,SRCH² was a in-memory search engine.,,,,http://srch2.com/,https://github.com/SRCH2/srch2-ngn,http://srch2.com/documentation.html,SRCH²,US,2010.0,,"Commercial,Open Source",C++,,,Proprietary,,,,,,,,,,In-Memory,,,,,,,,,,,,,
ssdb,SSDB,"SSDB is a NoSQL database implemented in C++. The goal of SSDB is to substitute, or work together with Redis. It is compatible with Redis APIs, and has a larger storage space than Redis. SSDB supports multiple data structures, including key-value pairs, hashmap, sorted set, and list. Its low-level storage engine is based on Google LevelDB. SSDB supports a wide range of programming languages.",Key/Value,"Custom API,Command-line / Shell",Shared-Nothing,http://ssdb.io/,https://github.com/ideawu/ssdb,http://ssdb.io/docs/,Zuyang Wu,CN,2013.0,,Open Source,C++,"C#,C++,Erlang,Go,Java,Lua,PHP,Python,Ruby,Swift",,BSD,"BSD,iOS,Linux,OS X,Windows",Not Supported,Not Supported,"Skip List,Log-Structured Merge Tree",,Not Supported,Logical Logging,Not Supported,Tuple-at-a-Time Model,Disk-oriented,N-ary Storage Model (Row/Record),Log-structured,Not Supported,Not Supported,,,,,Non-Blocking,Dictionary Encoding,,,
